transcript_name;probe_name;SAS_strand;strand;3280_F2_C1_I1_R1_cy3;3280_F2_C1_I1_R2_cy5;3280_F2_C1_I5_R1_cy3;3280_F2_C1_I5_R2_cy5;3280_F2_C1_L1_R1_cy3;3280_F2_C1_L1_R2_cy5;3280_F2_C2_I1_R1_cy3;3280_F2_C2_I1_R2_cy5;3280_F2_C2_I5_R1_cy3;3280_F2_C2_I5_R2_cy5;3280_F2_C2_I9_R1_cy3;3280_F2_C2_I9_R2_cy5;3280_F2_C2_L1_R1_cy3;3280_F2_C2_L1_R2_cy5;3280_F2_C3_I1_R1_cy3;3280_F2_C3_I1_R2_cy5;3280_F2_C3_I5_R1_cy3;3280_F2_C3_I5_R2_cy5;3280_F2_C3_I9_R1_cy3;3280_F2_C3_I9_R2_cy5;3280_F2_C3_L1_R1_cy3;3280_F2_C3_L1_R2_cy5;3280_F2_C4_I1_R1_cy3;3280_F2_C4_I1_R2_cy5;3280_F2_C4_I5_R1_cy3;3280_F2_C4_I5_R2_cy5;3280_F2_C4_I9_R1_cy3;3280_F2_C4_I9_R2_cy5;3280_F2_C4_L1_R1_cy3;3280_F2_C4_L1_R2_cy5
SCRLRZ3112F10.g;GS1_SS_16269_11528;SCRLRZ3112F10.g_SS;SS;10,4529;10,3218;10,0027;9,5899;11,0583;11,4828;10,861;10,8358;9,6755;9,6009;11,7428;11,7127;10,3542;10,5398;9,7551;10,098;9,8747;9,595;10,9122;11,683;10,172;10,9044;9,6994;9,8266;10,3574;10,4589;11,2828;11,9076;10,929;11,0924
SCACST3157A08.g;GS1_SS_18376_01319;SCACST3157A08.g_SS;SS;6,2144;;;;6,8064;7,4153;7,3341;;;;7,2197;;7,1935;7,6783;;;;;9,0648;;6,4634;7,1644;;;5,8441;;6,5122;;7,3265;7,243
SCRLRZ3112D11.g;GS1_SS_16266_13701;SCRLRZ3112D11.g_SS;SS;;;;;;;;;;;6,8738;;;;5,902;;;;;;;;;;;;6,3078;;6,126;
SCACST3157C10.g;GS1_SS_18379_03049;SCACST3157C10.g_SS;SS;7,4163;7,8264;11,3191;10,2402;6,4891;7,35;7,0032;6,8849;9,8887;7,2308;12,3153;11,6104;;6,3433;6,942;7,5189;10,1582;10,9052;11,3854;11,8601;6,0332;7,4924;6,9354;7,195;10,3895;11,6441;10,8088;11,4216;7,4569;7,1576
SCRLRZ3114C04.g;GS1_SS_16282_12967;SCRLRZ3114C04.g_SS;SS;8,7606;6,9419;7,0578;;8,6318;9,1003;;;;;8,4349;10,3081;7,7527;6,6132;7,4855;8,0144;8,371;7,7101;6,8216;9,7809;8,7176;9,0504;7,0374;9,9046;9,3938;9,4208;10,7877;12,0602;6,9174;10,4165
SCRLRZ3114A04.g;GS1_SS_16280_17979;SCRLRZ3114A04.g_SS;SS;11,4052;11,7987;10,8668;10,705;10,0254;10,1006;11,468;11,511;10,6222;10,9178;11,6488;11,7178;9,9713;10,5274;11,3372;11,7076;10,9051;10,8732;11,2541;11,3399;9,9688;10,0169;11,5648;11,4958;10,9609;10,9812;11,6261;11,3968;10,736;10,3336
SCBGLR1002B09.g;GS1_SS_16279_00786;SCBGLR1002B09.g_SS;SS;10,54;10,6727;11,9365;11,4932;11,8792;12,3278;11,8113;11,3598;11,5706;11,2375;13,456;13,2112;11,8643;12,385;10,2824;10,7711;11,5149;11,1801;12,1074;12,6023;11,2011;12,061;10,3106;10,494;11,6442;12,2761;13,5927;13,2432;12,6276;12,3326
SCAGFL3023D11.g;GS1_SS_22558_09190;SCAGFL3023D11.g_SS;SS;7,9446;8,0411;7,937;7,8072;11,235;11,6746;8,2088;7,8682;7,696;7,6268;8,3729;8,3141;10,9026;10,8942;8,0714;8,3856;7,7796;8,1848;8,4581;8,7447;10,7797;10,516;7,9175;8,4297;8,1586;8,1544;8,175;8,2638;11,1863;10,7077
SCCCST3006C02.g;GS1_SS_18362_06279;SCCCST3006C02.g_SS;SS;8,785;9,4382;6,722;6,8484;10,6026;10,8953;8,7453;9,032;6,4112;6,8308;9,286;9,298;10,147;10,7703;8,8842;9,1752;6,7646;7,1027;8,746;9,1374;10,5332;10,7004;7,7708;8,2055;8,0211;8,221;8,6371;8,6033;10,7754;10,8262
SCAGFL3022F05.g;GS1_SS_22556_11250;SCAGFL3022F05.g_SS;SS;6,9103;7,2286;;;6,2608;6,9887;7,1992;7,0958;;;6,1656;7,0655;;6,367;6,8022;6,9148;6,501;;7,7148;8,4652;6,0122;6,603;7,2501;8,6544;6,5532;7,4255;7,7406;9,4642;7,2752;6,7766
SCCCRZ1002F07.g;GS1_SS_18363_03175;SCCCRZ1002F07.g_SS;SS;8,4803;7,9178;8,2309;7,4051;7,7517;7,4664;7,3922;;6,7917;6,8248;9,9727;10,7484;7,7306;7,962;7,3527;8,4088;7,3026;8,531;9,561;9,5964;7,1918;8,1436;6,5745;7,1055;10,2774;10,7651;10,6314;10,1882;8,1016;7,8368
SCJLRT1022G11.g;GS1_SS_22557_14456;SCJLRT1022G11.g_SS;SS;12,5559;12,799;11,9319;12,2123;12,81;13,1851;12,0449;12,2319;11,5429;11,7416;14,097;14,0821;12,6093;13,6988;11,9193;12,5957;11,8782;12,6575;14,0288;14,336;13,5216;13,5263;12,287;12,4417;12,3453;12,8924;14,1205;14,7573;13,3686;13,5542
SCRLCL6033H07.g;GS1_SS_16265_08922;SCRLCL6033H07.g_SS;SS;9,67;10,2259;7,8306;8,2114;8,967;9,0106;9,0236;9,7046;7,9664;8,649;7,1228;8,4704;8,2788;8,7206;9,3576;9,6764;7,7542;7,4764;;;8,0294;8,1383;9,6624;8,864;8,5094;8,4041;7,9419;7,5724;9,0159;8,9496
SCCCRT1002E08.g;GS1_SS_18365_04740;SCCCRT1002E08.g_SS;SS;11,3999;11,6806;11,467;11,0583;10,5278;10,327;9,9054;11,2742;10,9681;10,5486;12,7758;13,2066;9,8433;11,0201;11,0857;11,5228;11,17;11,9571;12,9497;12,7962;10,495;10,4508;10,7028;10,9714;11,7218;12,1553;13,4598;13,2508;11,2569;11,0087
SCCCCL4011F04.g;GS1_SS_22552_10037;SCCCCL4011F04.g_SS;SS;9,2336;9,0301;9,9057;9,3302;7,899;8,3457;9,9032;9,3051;10,0982;9,6516;10,8569;11,0488;8,3023;9,1673;8,538;9,3675;9,286;9,0552;10,4552;10,465;9,2414;8,9412;9,3361;9,0998;9,3455;9,8083;10,281;10,355;8,4775;8,3838
SCRLRZ3112A01.g;GS1_SS_16262_13241;SCRLRZ3112A01.g_SS;SS;8,3873;7,0068;8,292;7,164;9,9255;10,2545;6,807;7,1833;6,5081;7,0882;6,3642;9,0058;8,9169;7,1006;7,829;7,0739;9,8376;8,2096;8,2654;11,1785;8,818;10,1284;6,5432;8,8214;10,0545;11,0792;11,2991;12,7847;6,8817;11,0806
SCJFRZ2011A03.g;GS1_SS_18367_09675;SCJFRZ2011A03.g_SS;SS;10,8902;10,7008;10,8304;10,568;8,6524;8,825;11,0224;11,099;10,5708;11,1972;11,6174;12,0492;8,5187;9,294;10,4991;11,4345;10,7766;10,911;11,1859;11,43;8,583;9,6134;10,3208;10,9554;11,059;11,5846;11,5984;11,1084;8,9917;9,2665
SCEZLB1014B05.g;GS1_SS_16260_12278;SCEZLB1014B05.g_SS;SS;12,4303;12,8361;11,9232;12,0562;11,4013;11,998;12,5224;12,4118;12,0388;11,998;13,3304;13,0602;11,4322;12,2386;12,144;12,845;11,8631;12,1868;12,7928;13,3622;11,9234;12,0996;12,4354;12,5431;12,1388;12,4342;12,9584;13,3583;12,0502;11,81
SCVPRZ2038G10.g;GS1_SS_18368_01915;SCVPRZ2038G10.g_SS;SS;12,6406;12,548;12,885;12,7356;12,6754;12,7677;12,2788;12,475;12,79;12,6932;13,7349;13,8718;11,9854;12,6592;11,9656;12,792;12,9007;13,2488;13,3608;13,8221;13,0257;12,7958;12,6714;13,0897;12,7435;13,1784;13,6976;14,0246;13,4082;13,3056
SCCCSB1001A09.g;GS1_SS_22549_09727;SCCCSB1001A09.g_SS;SS;10,887;11,0238;10,3986;9,9812;11,0584;11,2384;10,8076;10,9099;10,1628;9,856;12,2969;12,273;11,0554;11,434;10,4525;11,3776;10,1747;10,9594;11,6902;11,9182;11,208;11,0838;9,9223;11,1069;10,8494;11,324;11,8014;11,892;12,173;11,1366
SCCCST3006E12.g;GS1_SS_18371_02905;SCCCST3006E12.g_SS;SS;10,8207;10,7237;13,9476;12,4743;9,1493;10,0272;10,1127;10,1995;12,8043;11,7078;14,949;16,0436;9,1415;9,5775;10,2334;11,0837;13,1548;14,1202;13,9643;13,6741;9,2961;9,5274;10,488;12,908;12,6178;14,3064;15,2672;14,3594;9,6004;10,6802
SCJFFL3C02F09.g;GS1_SS_22551_21727;SCJFFL3C02F09.g_SS;SS;;;;;;;;;;;;;;;;;;;;;;6,3248;;;;;;;6,1369;
SCEPRZ1011A09.g;GS1_SS_22548_00049;SCEPRZ1011A09.g_SS;SS;13,6174;13,7282;13,2526;13,2812;9,2352;9,6028;13,3948;13,3533;12,9989;13,3559;11,8681;12,4718;9,3484;10,4852;13,0831;13,8244;13,2655;13,2054;11,7704;11,8678;9,9584;9,7229;13,6486;13,6051;13,3794;13,7721;12,5727;12,0606;10,0808;9,9186
SCJLRT1021D08.g;GS1_SS_22546_01394;SCJLRT1021D08.g_SS;SS;8,0775;8,0762;9,4752;9,5946;10,2558;10,118;9,0868;8,7394;10,2282;10,4714;13,2028;13,1618;10,3652;11,2359;7,6984;9,3138;9,2437;9,4457;11,612;11,3524;10,1416;10,0684;7,9516;8,1194;9,7606;9,8192;11,4846;10,7832;11,2532;9,7524
SCBFRZ2045F02.g;GS1_SS_22545_02910;SCBFRZ2045F02.g_SS;SS;13,1548;14,1794;12,5848;12,4736;;;14,2105;14,095;11,5708;12,8755;11,2666;11,3006;;;13,3544;13,2958;11,4971;11,0858;10,9624;11,4012;;;13,2945;11,6868;12,0685;12,3968;11,0923;11,3312;5,9656;
SCCCRZ2C04F04.g;GS1_SS_18359_10638;SCCCRZ2C04F04.g_SS;SS;12,7292;12,3399;11,1738;11,2964;11,6926;11,125;11,6406;11,8008;11,2594;11,2876;10,936;10,9648;11,2298;10,9635;11,2714;12,8862;10,8512;11,8514;11,4938;12,3572;10,1276;11,1456;11,7837;12,9757;11,3573;11,2852;11,0068;11,7738;10,4234;10,0122
SCCCST3005G09.g;GS1_SS_18360_05918;SCCCST3005G09.g_SS;SS;14,9336;15,3242;13,7624;14,0588;11,6915;11,8151;14,4899;14,6182;13,3545;13,7822;12,3642;13,0995;10,6512;11,806;14,725;15,2548;13,2998;14,3397;12,2602;12,8647;11,6223;11,8243;14,8676;14,7145;13,8401;13,802;12,7146;12,8208;11,1452;10,4476
SCJLLR1011H01.g;GS1_SS_18346_20769;SCJLLR1011H01.g_SS;SS;14,42;14,6565;13,6688;13,7222;12,0504;12,4607;14,4452;14,4454;13,717;14,0262;14,4116;14,365;12,134;12,8122;14,1313;14,491;13,4586;13,7281;14,1494;14,2731;12,5105;12,4248;14,4643;14,4265;13,9271;13,8872;14,1266;14,1388;12,8736;12,3966
SCVPST1060C04.g;GS1_SS_18347_14479;SCVPST1060C04.g_SS;SS;8,9892;9,5691;8,9601;8,6629;8,2274;8,491;9,6166;9,5222;9,1871;9,1268;11,4355;11,794;8,7699;9,6079;9,3592;9,9598;9,2246;9,1428;11,5104;11,9331;9,2494;8,869;8,833;9,1578;9,5087;9,7234;11,0408;11,7674;9,1844;9,1268
SCJFLR1013H02.g;GS1_SS_18361_05562;SCJFLR1013H02.g_SS;SS;8,7879;7,977;8,2787;8,192;9,325;9,9638;8,6956;8,3106;8,3737;8,0594;10,5283;10,2848;9,2534;9,047;8,2886;8,8598;9,1028;8,8724;9,8144;10,4384;9,4818;9,868;8,395;8,8608;9,2168;9,8226;10,4799;10,7228;9,1698;9,7014
SCJFRZ2027B03.g;GS1_SS_22538_15461;SCJFRZ2027B03.g_SS;SS;10,1756;10,228;9,708;9,6138;8,4512;9,093;10,5535;10,1948;9,9502;9,9011;10,2661;10,0277;9,0106;9,8462;9,4153;9,8903;9,051;8,9719;9,5544;9,5126;9,0412;9,4446;9,9522;9,0707;9,5426;9,8189;9,7712;9,437;9,1518;9,1916
SCUTFL1060F10.g;GS1_SS_22539_18174;SCUTFL1060F10.g_SS;SS;9,7572;10,1057;8,3689;8,5878;6,1321;;9,5386;9,082;7,951;8,4789;8,4663;8,5136;;6,976;8,9299;9,1108;7,4288;7,3067;7,9908;7,7269;6,5147;6,3894;10,0468;9,0911;8,4338;8,1698;7,6882;7,9075;6,9381;
SCCCST3001G10.g;GS1_SS_18329_09966;SCCCST3001G10.g_SS;SS;12,8244;13,1926;12,1454;12,4034;11,4418;11,8591;12,4542;12,5883;11,9588;12,2022;13,9183;13,5618;11,265;12,1196;12,3288;13,2474;11,8245;12,6819;13,6812;13,9085;11,5656;12,0607;13,0458;13,2689;11,9658;12,1128;13,2328;13,7517;11,805;11,3773
SCVPRZ3030G09.g;GS1_SS_22543_20618;SCVPRZ3030G09.g_SS;SS;11,3806;11,158;9,9553;9,9735;;;11,1272;11,3139;9,0082;9,6056;6,4164;;;;10,7437;10,6141;9,997;8,7313;6,7812;7,2989;;;11,2206;11,0629;10,3622;10,8097;7,4466;7,9316;;
SCSGFL1083D07.g;GS1_SS_22544_11120;SCSGFL1083D07.g_SS;SS;11,9859;12,4387;9,7685;10,3948;;;12,3482;12,2671;10,4234;10,995;6,5502;7,0562;;;11,4172;11,8176;9,2928;7,5795;;6,9514;;;12,3349;11,3148;10,6378;10,2546;6,036;6,612;;
SCJFRT2059A09.g;GS1_SS_22528_13158;SCJFRT2059A09.g_SS;SS;6,8972;7,244;6,9908;;7,6325;7,1524;6,9058;;6,2438;7,0037;5,9807;;7,8009;7,8585;7,022;7,5194;6,8084;;;;;8,4958;6,2786;7,2662;7,1553;7,5421;6,6107;;7,4826;7,5656
SCCCST3006H10.g;GS1_SS_22533_09070;SCCCST3006H10.g_SS;SS;11,6;11,4642;12,4597;12,153;11,9136;12,4452;11,6626;11,3061;12,4624;12,1125;13,092;13,265;11,8672;12,4466;11,0201;11,7625;12,256;12,4834;11,9639;12,0836;12,25;12,1002;11,344;12,7865;12,2636;12,6671;12,8784;12,8617;12,6254;12,1373
SCCCCL4005G05.g;GS1_SS_18344_01636;SCCCCL4005G05.g_SS;SS;8,5768;8,1189;8,2734;7,7644;7,6556;15,0282;7,0711;7,0719;;7,2467;12,153;8,912;6,8877;7,5799;10,8956;10,1181;11,1267;10,7182;15,5421;14,2293;13,9686;8,3182;11,2874;15,0746;10,6544;13,0827;13,0534;14,519;12,5381;14,0933
SCCCLR1048D06.g;GS1_SS_22535_08542;SCCCLR1048D06.g_SS;SS;14,667;14,714;14,2966;14,0794;12,9741;13,3294;14,6605;14,4287;13,9541;14,0316;14,6654;14,6707;12,7296;13,4056;14,1418;14,6002;13,9407;14,0766;14,367;14,4564;13,2437;13,2285;14,597;14,7228;14,1798;14,4748;14,8413;15,0179;13,3361;13,2493
SCCCLR1069A06.g;GS1_SS_18334_11566;SCCCLR1069A06.g_SS;SS;9,786;10,1612;9,2374;9,127;11,903;12,0228;10,0869;9,9292;9,4166;9,3628;12,6274;12,415;11,4005;11,6986;9,9221;10,3502;9,5684;9,887;12,8873;12,3679;12,1229;11,4347;9,905;10,1144;10,0558;10,1682;12,7566;12,8314;13,0065;12,8361
SCRFAD1023F12.g;GS1_SS_22536_15505;SCRFAD1023F12.g_SS;SS;10,0894;9,7722;9,6421;9,3581;;6,5667;10,2595;10,0125;9,5482;9,6847;9,4303;9,9965;;;8,9736;9,8982;9,266;8,8276;7,6741;9,4538;;6,5532;9,6998;10,3502;9,7241;9,9033;9,4648;10,5181;5,6649;7,386
SCCCST3002G01.g;GS1_SS_18340_07890;SCCCST3002G01.g_SS;SS;10,9613;10,8675;13,9394;13,675;;;11,3314;10,4802;13,9257;13,2176;12,2134;15,0806;;;9,7186;10,1364;12,3124;14,559;8,949;8,7056;;;10,7024;9,8179;13,0936;13,0083;12,6525;9,2132;;
SCVPCL6045F10.g;GS1_SS_22527_09709;SCVPCL6045F10.g_SS;SS;5,7118;;;;6,2943;7,0758;;;;;6,3653;;;6,415;6,1383;;;;;;6,2442;7,1088;6,2679;;;;5,9064;;6,6564;6,2238
SCACLB1045G10.g;GS1_SS_22524_00412;SCACLB1045G10.g_SS;SS;9,565;10,1013;8,8386;8,6602;9,902;9,5062;10,256;10,0464;8,932;8,7419;10,7178;10,5968;10,1176;10,9568;9,7062;10,2694;8,829;9,2884;10,7044;11,0284;10,1674;10,7679;9,5132;9,8476;8,7698;9,3558;10,3352;10,5604;10,6954;9,8998
SCVPRZ2039G06.g;GS1_SS_18497_03037;SCVPRZ2039G06.g_SS;SS;10,1249;10,0933;9,6344;9,2114;9,7788;9,953;9,725;10,0495;9,813;9,7939;10,3486;10,0174;9,5178;10,1256;9,6553;10,0067;9,5044;9,3074;9,7511;9,9214;9,803;9,8652;10,1028;9,9426;9,6502;9,5807;10,038;10,0706;9,9048;9,6442
SCRLFL4028B09.g;GS1_SS_18496_10257;SCRLFL4028B09.g_SS;SS;6,0284;6,9609;7,5712;7,4773;6,2833;7,3249;;;7,6733;7,4859;10,7468;10,6282;6,6296;6,1693;6,0358;6,6988;7,4114;7,9746;9,03;8,8626;6,3661;6,1783;7,0838;7,3489;7,1319;7,4486;9,6538;8,3575;7,1713;
SCBFST3136H06.g;GS1_SS_18491_13248;SCBFST3136H06.g_SS;SS;6,8759;7,4582;6,6933;6,7508;;;6,6769;6,9398;6,3046;6,991;6,3794;6,7415;;;7,0269;7,2082;6,2937;;;;;;6,7896;;6,7318;6,9016;5,9952;;;
SCBFST3136G10.g;GS1_SS_18490_06616;SCBFST3136G10.g_SS;SS;11,8565;11,3094;11,836;11,8064;11,2524;11,5135;11,1493;11,1897;11,7523;11,5189;13,7385;14,1204;11,405;12,0978;10,958;11,8716;11,9036;12,5455;14,0397;14,386;11,5778;11,3698;11,2226;11,1128;12,6887;12,8648;13,5698;14,1638;12,0858;12,2444
SCJFRZ2026C10.g;GS1_SS_18494_10455;SCJFRZ2026C10.g_SS;SS;10,2286;10,175;10,0385;10,1455;8,141;8,2356;9,7484;9,3164;9,2671;9,3003;9,0668;8,9942;7,9134;8,1941;9,3244;9,5724;9,4695;9,5148;8,7789;9,032;8,3579;8,2739;10,026;10,1063;9,7882;10,0428;9,5656;9,7752;8,7256;8,4006
SCEQLR1091C07.g;GS1_SS_18492_12704;SCEQLR1091C07.g_SS;SS;12,1647;12,476;12,1062;12,2608;10,8788;11,2476;11,9054;11,7772;11,352;11,4526;12,6023;12,2362;10,6648;11,5482;11,6827;12,2524;11,49;11,7306;12,7014;12,7858;11,4105;11,2985;12,3539;12,2432;11,4864;12,2376;12,3993;12,8967;11,2345;11,371
SCCCCL4013F03.g;GS1_AS_16547_07459;SCCCCL4013F03.g_AS;AS;;;;;;;;;;;;;;;;;;;;;;7,0851;;;;;;;5,7787;
SCSGSB1005A04.g;GS1_AS_16565_17293;SCSGSB1005A04.g_AS;AS;;;;;;;;;;;6,0879;;;;;;;;;;;;;;5,5949;;6,1104;6,7562;;
SCCCRZ2004G05.g;GS1_AS_16567_01352;SCCCRZ2004G05.g_AS;AS;;;;;6,1306;;;;;;;;;6,1216;;;;;;;;6,941;;;;;;;5,7999;6,3659
SCBFST3136C07.g;GS1_SS_18486_08015;SCBFST3136C07.g_SS;SS;8,5422;8,9794;11,542;9,6356;5,8027;;9,5644;9,1937;10,164;10,0021;10,9969;13,4646;;;8,7546;9,1178;10,0955;10,6576;9,3125;9,943;5,9176;6,7649;8,5628;8,6301;10,0594;11,837;12,278;11,6314;7,5298;7,8841
SCCCLR1072G08.g;GS1_SS_18487_11486;SCCCLR1072G08.g_SS;SS;12,9091;13,0082;13,3969;13,0718;12,1266;12,3946;12,3152;12,368;12,5105;12,2585;12,8839;13,218;11,8365;12,0458;12,2372;12,7422;13,0602;12,9533;12,5821;12,6207;11,8454;11,9876;12,8472;12,672;13,1468;13,5933;13,4643;13,1929;12,271;12,217
SCRFLB1053G05.g;GS1_SS_18488_08846;SCRFLB1053G05.g_SS;SS;11,2424;11,6388;11,2812;11,447;9,0512;9,9374;11,4338;11,2484;11,1016;11,0859;12,2326;11,8155;9,5672;10,5954;10,9362;11,6326;10,757;10,9626;12,0443;12,226;10,1003;10,1906;11,4196;11,4217;10,9969;11,4149;11,8467;12,1764;9,527;9,6166
SCACLR2014H03.g;GS1_SS_18482_16104;SCACLR2014H03.g_SS;SS;;;10,8514;9,4996;6,5066;7,1222;;;10,891;7,9246;11,1432;13,4638;;;;;10,1603;12,0365;10,2916;10,1164;5,6007;6,545;;;10,3574;12,325;12,7851;11,7668;7,6666;6,8322
SCBFST3135H08.g;GS1_SS_18481_12151;SCBFST3135H08.g_SS;SS;8,6471;8,6644;8,2337;8,1564;;7,1532;7,8224;8,2438;6,8882;7,183;5,859;;;;7,5289;7,2502;6,7764;;;;6,1558;;8,7035;8,7416;7,1587;8,4877;6,2483;6,6547;6,0146;7,5142
SCCCRZ1002B03.g;GS1_SS_18475_20320;SCCCRZ1002B03.g_SS;SS;11,6293;11,6858;13,3608;12,7777;;;11,728;11,5244;13,0778;12,1426;7,5496;11,7564;;;11,5334;12,0798;13,3259;13,5156;7,3283;7,1111;;;11,6902;11,0317;13,3028;13,8251;11,6756;8,0868;;
SCBFST3135E04.g;GS1_SS_18474_13741;SCBFST3135E04.g_SS;SS;10,5574;10,9417;10,7262;10,4631;9,3406;9,7472;10,7546;10,5792;10,043;10,0913;11,0534;11,1084;9,4035;10,1766;10,2901;10,9042;10,2561;10,7369;11,116;11,3102;9,91;9,9631;10,7928;10,6328;10,3878;10,9774;11,0936;10,9185;9,9312;9,9052
SCBFST3135D08.g;GS1_SS_18473_12053;SCBFST3135D08.g_SS;SS;;;;;;;;;;;;;;;6,1327;;;;;;;;;;;;5,9025;6,7555;;6,8307
SCBFST3135B05.g;GS1_SS_18471_10852;SCBFST3135B05.g_SS;SS;9,8548;9,588;10,1354;9,9407;9,8502;9,5828;10,8138;10,5194;10,317;10,8258;10,7798;11,0122;9,0128;10,1603;9,4148;10,3662;10,183;9,4354;10,1434;10,143;10,2701;9,8248;9,1446;9,6688;10,4138;10,7611;11,325;10,3587;10,756;10,13
SCRURT2005C05.g;GS1_AS_16581_17216;SCRURT2005C05.g_AS;AS;5,7216;;6,4214;;6,9932;;;;;;;;7,3485;7,5938;;7,0936;;;;;6,0307;7,9168;;;;;6,3463;;7,2448;7,18
SCMCST1058E09.g;GS1_SS_18468_09347;SCMCST1058E09.g_SS;SS;9,8484;9,9634;9,1972;9,2904;8,3403;8,5254;9,5078;9,4212;8,9441;8,9722;10,1434;9,6393;8,3346;8,9132;9,4489;9,905;8,9845;9,4024;9,868;9,9044;8,0636;8,6124;9,8078;10,0524;9,1568;9,2364;9,9454;9,8215;8,6654;8,0644
SCJFRZ2025E01.g;GS1_AS_16600_21831;SCJFRZ2025E01.g_AS;AS;7,2768;7,3375;6,4869;;5,7866;;6,5292;6,9808;;;;;;;7,1424;7,2738;6,21;;;6,7236;6,509;6,5113;;7,1389;;;6,4902;6,7892;6,909;7,0693
SCVPRZ3027E07.g;GS1_AS_16593_07561;SCVPRZ3027E07.g_AS;AS;;;;;;;;;;;;;;6,5406;;;;;;;;;;;;;;;5,5642;
SCRFLR1012B04.g;GS1_AS_16604_16449;SCRFLR1012B04.g_AS;AS;9,7485;10,1808;7,7688;7,3971;9,3245;9,3153;9,7971;9,7974;7,541;7,1492;8,7097;9,2142;9,3026;9,6062;9,362;9,3262;7,2383;7,2839;8,4832;8,47;9,3879;9,5294;7,9796;8,1658;8,6953;8,8512;8,7136;8,7701;9,8278;9,6123
SCVPRZ3028E05.g;GS1_AS_16602_17017;SCVPRZ3028E05.g_AS;AS;5,9576;;;;;;;;;;6,8125;;;;;;;;;;;;;;6,2278;6,5642;;6,7081;5,6257;
SCVPRZ2037A11.g;GS1_SS_18464_13351;SCVPRZ2037A11.g_SS;SS;12,0858;12,349;11,8609;12,1979;10,2016;10,868;12,1205;11,9958;11,8534;11,868;12,784;12,2448;10,2923;11,6682;11,5466;12,4504;11,3286;11,5832;12,8769;12,8995;11,2495;11,1152;11,934;12,1307;11,5154;11,9081;12,16;12,6066;10,6784;10,7762
SCCCCL5002G02.g;GS1_SS_18465_00856;SCCCCL5002G02.g_SS;SS;6,5406;;7,1472;;7,4237;;;6,9915;;;6,3835;;7,5356;8,2009;6,3646;7,4176;6,6699;;9,3555;;;8,3668;6,4296;7,5865;;7,351;6,9918;6,8373;7,3375;7,7726
SCCCLB1021E06.g;GS1_SS_18463_21827;SCCCLB1021E06.g_SS;SS;13,7573;13,2462;12,8968;12,353;14,3996;13,8866;14,2506;14,0514;13,1046;13,236;14,6326;13,342;14,4212;14,5328;13,9218;13,9404;13,4814;11,9743;14,5386;13,4358;15,558;15,1264;14,0224;13,7433;14,0178;13,0682;13,7728;12,9256;15,7739;14,924
SCJFST1016G02.g;GS1_SS_18444_17341;SCJFST1016G02.g_SS;SS;10,6562;10,694;10,8159;10,6133;8,8094;9,4963;10,1107;10,2936;9,9422;9,943;10,8607;11,1742;9,3242;9,461;10,3204;11,1244;11,1416;11,1072;10,8038;11,6426;9,4086;10,7176;10,7275;11,468;11,2936;11,6756;11,8276;12,1844;9,5398;10,199
SCVPRZ3030F10.g;GS1_AS_16613_19520;SCVPRZ3030F10.g_AS;AS;6,1276;;;6,8336;;;;;;6,844;7,9069;10,302;;;5,7592;6,8339;;7,1164;;;5,8191;;6,5576;6,7844;6,922;8,5008;9,073;;5,7277;
SCQSLB1049G04.g;GS1_SS_18442_00981;SCQSLB1049G04.g_SS;SS;13,6473;13,6296;14,0133;13,7665;12,3588;12,8406;13,686;13,3899;14,1976;13,889;14,3605;14,3524;12,5914;13,1464;13,319;13,7766;14,0405;14,109;13,9202;13,8764;12,6486;12,4816;13,5028;14,0846;13,8505;14,161;14,5164;14,1737;14,0316;12,4704
SCBFST3133F03.g;GS1_SS_18450_07413;SCBFST3133F03.g_SS;SS;9,1689;9,4902;9,1918;8,9709;11,1067;11,3046;9,7179;9,585;9,4508;9,0176;11,9626;11,9672;10,8433;12,1659;8,7943;9,5111;9,0946;9,4447;11,3647;11,669;11,1438;11,2772;9,2398;9,2054;9,3361;9,9342;12,036;11,8845;11,8232;11,2371
SCCCLR1C05A04.g;GS1_AS_16617_02968;SCCCLR1C05A04.g_AS;AS;5,9013;;6,198;;7,5549;7,2896;;;;;5,9567;;7,6093;8,2771;6,3636;6,9194;6,385;;;;5,8715;8,4486;6,3777;6,8;5,43;;6,1134;;7,7267;8,0594
SCJLRZ1024C07.g;GS1_SS_18448_11174;SCJLRZ1024C07.g_SS;SS;11,2632;11,1544;11,4856;11,075;10,7577;11,2598;10,9218;11,0657;10,759;10,739;12,2577;12,4124;10,7547;11,334;10,7296;11,3763;11,6843;11,6994;11,767;12,8578;11,1786;11,0677;11,0059;11,9982;11,4046;12,242;12,6208;13,3816;11,1238;11,4767
SCBFST3133G06.g;GS1_SS_18454_09306;SCBFST3133G06.g_SS;SS;11,3834;11,2051;12,1333;12,1596;11,3832;12,054;11,7497;11,2683;12,6797;12,2554;12,4001;13,0456;11,8275;12,1258;11,033;11,8628;12,6484;12,9659;11,805;12,1748;11,1421;11,4102;11,4816;11,7536;12,2798;12,6986;12,774;12,0506;11,5138;12,311
